ok_id;title;description;price;transaction_type;property_type;wilaya_code;wilaya_name;commune;latitude;longitude;surface;rooms;bedrooms;bathrooms;has_elevator;has_parking;has_garden;has_pool;is_furnished;photos;source_url
42199078;Vente Appartement F4 Alger Ben aknoun;Ben Aknoun, lotissement 360 logements, coté cité SONELGAZ, dans une coopérative fermée, vend appartement F3 aménager en F4, superficie: 85m², en 5ème étage, 02 façades, immeuble propre, bon voisinage , composé de : salon, cuisine équipée, 03 chambres, salle de bain, sanitaire  • commodités :  - chauffage central.  - climatisation. - téléphone , internet. - Réserve d’eau .  - parking.  - accès rapide sur l’autoroute. - possibilité d'échange  avec appartement F4 dans le même lotissement max 01er et 02éme étage . - prix offert: 2500u - prix : 2600u.;25000000;SALE;APARTMENT;16;Alger;Ben aknoun;36.726934;3.063598;85;4;3;2;0;1;0;0;1;https://cdn9.ouedkniss.com/medias/announcements/images/oj6PB/JykXsYVFz5b0qwSTeqy0Sfd9u7eNPizr7C3gMqAR.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/oj6PB/vQCfsn5zNCAOgJxJFKegaBqmySG2RupaBi1HPxue.jpg|https://cdn9.ouedkniss.com/medias/announcements/images/oj6PB/M2rJMi2hoq929eZ0LjpisbYChMAVp9nPdRcuvU7J.jpg;https://www.ouedkniss.com/appartement-vente-f4-alger-ben-aknoun-algerie-d42199078
51228043;Vente Appartement F3 F4 Alger Kouba;🚨 Opportunité exceptionnelle au cœur d’Alger – El Kouba ! Un nouveau projet immobilier en cours de réalisation (délai de livraison : 24 mois) vous propose des appartements F4 modernes, au design élégant et aux espaces optimisés. Avec un paiement échelonné : ✔️ 35% seulement comme premier versement ✔️ Le reste en tranches confortables  📍 Emplacement stratégique à El Kouba, proche de toutes commodités. Ne ratez pas cette opportunité, le nombre d’appartements est limité !;36300000;SALE;APARTMENT;16;Alger;Kouba;36.721887;3.056097;;3;2;1;0;0;0;0;0;https://cdn9.ouedkniss.com/medias/announcements/images/qxrA7G/tSVrh1A5vJtTsjBUe4mStenv3TP4i0vDfwJgndD8.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/qxrA7G/CbbhIqk9wUIsJCFFjqfOpwhrX9ocyvxtGhZKh5Mo.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/qxrA7G/HWoT9Bf7ZVWHqc9QcYR55lXKdNmqaxlh9EoilTAa.jpg|https://cdn8.ouedkniss.com/medias/announcements/videos/qxrA7G/auM3CxSvq0J9yORE1gdv645ZTLReE9CQt2z72M1t.mp4;https://www.ouedkniss.com/appartement-vente-f3-alger-kouba-algerie-d51228043
37392657;Vente Appartement F4 Alger Bordj el kiffan;Un appartement F4 Semi fini avancé   ■Un f4 de 102m2  vendre à Bordj El Kiffan  ■ Avec acte individuel et livret foncier  ●25% Finition plus partage au choix ●Paiement par tranches  ●Projet 100% fini et équipé à la livraison: Bache à eau, ascenceur, box de garage, gardiennage.  ●Site proche de toutes les commodités: Plage, parcs d'attractions, piscines, écoles, mosqué, mer, Aeroport, RN24  ○Livré dans 24mois  ○Les photos appartient à des appartements témoins   Contactez-nous pour plus d'informations;1940000000;SALE;APARTMENT;16;Alger;Bordj el kiffan;36.755017;3.045252;102;4;3;2;0;1;0;1;0;https://cdn7.ouedkniss.com/medias/announcements/images/5848jB/DxUVS3ubPoK9242i3lbpW4n8k8eVpdMyGRgLewos.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/5848jB/Q4bRB8YDgZ8PoG3vmUyYmL48MJxsMQeiUbNZwBM9.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/5848jB/GXd0hiSLKqdmfQk4s1u5J87hVmS7UO46GZZ7R6Y3.jpg;https://www.ouedkniss.com/appartement-vente-f4-alger-bordj-el-kiffan-algerie-d37392657
53166326;Vente Appartement F3 Alger Bordj el bahri;🏡 شقة F3 للبيع – برج البحري (El Cap) فرصة مميزة للسكن العائلي في موقع استراتيجي بـ برج البحري – حي El Cap.  📍 قريبة من: ✔ المدارس ✔ محلات تجارية ✔ مسجد ✔ وسائل النقل ✔ عيادة متعددة الخدمات ✔ بلدية  🚪 الشقة مجهزة بـ: ✔ مصعد ✔ خزان ماء  حي حيوي وكل الضروريات متوفرة… راحة يومية وسهولة في التنقل ✨  📞 لمزيد من المعلومات أو زيارة الشقة، تواصل معنا.  🏡 Appartement F3 à vendre – Bordj El Bahri (El Cap) Opportunité idéale pour habitation familiale située à Bordj El Bahri – quartier El Cap.  📍 Proche de : ✔ Écoles ✔ Commerces ✔ Mosquée ✔ Transports ✔ Clinique (polyclinique) ✔ APC  🚪 L’appartement dispose de : ✔ Ascenseur ✔ Réservoir d’eau  Quartier vivant avec toutes les commodités à proximité, offrant confort et praticité au quotidien ✨  Pour plus d’informations ou pour une visite, contactez-nous.   📞;14850000;SALE;APARTMENT;16;Alger;Bordj el bahri;36.724541;3.074472;;3;2;1;1;0;0;0;0;https://cdn8.ouedkniss.com/medias/announcements/images/2RqlP1/wXgDperD6j0WOAPSjEVJTmxuA37FMq07u5h5CgGr.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/2RqlP1/CE95EGo6zjP9bNSoEM13HmzdT1BL12jZDJMgdyEt.jpg;https://www.ouedkniss.com/appartement-vente-f3-alger-bordj-el-bahri-algerie-d53166326
52129213;Vente Appartement F3 Alger Bordj el kiffan;Bel appartement a vendre T3 fini📍kaidi  Projet pré dans 6mois .Un endroit calme et familiale✨  ✅Superficie 73m² ✅1 façades  ✅étage 5eme  Pour plus d'informations n'hésitez pas à nous contacter  شقة  اف3 للبيع، فيني 📍 قايدي  سيتم إنهاء المشروع خلال 6 أشهر . منطقة هادئة ومناسبة للعائلات، ✨  ✅المساحة: 73 م² ✅واجهة واحدة ✅الطابق الخامس للمزيد من المعلومات، يرجى التواصل معنا.;14500000;SALE;APARTMENT;16;Alger;Bordj el kiffan;36.732551;3.054295;73;3;2;1;0;0;0;0;0;https://cdn8.ouedkniss.com/medias/announcements/images/2RqlP1/ZpSm75UvEiPZnqdctfgWxARHbNKShYPExRFWj99s.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/2RqlP1/X5t9sMXeR8uo2jzoX3VV7rGaRkAKDBAiYTBoG3r3.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/2RqlP1/B45jRAtFkfEceDxYLVMHg4WvaRNoFMOMJPBWDglq.jpg;https://www.ouedkniss.com/appartement-vente-f3-alger-bordj-el-kiffan-algerie-d52129213
52277041;Vente Appartement F3 Alger Gue de constantine;🏡 La Promotion Immobilière GecoDar vous propose des appartements F3 d'une superficie  de 116 m² au 2éme étage avec ascenseur, au sein de la prestigieuse Résidence Victoria.  Disponibles en :  Fini  Semi-fini  Avec possibilité de crédit bancaire   📍 Emplacement stratégique  Située dans la commune de Gué de Constantine (daïra de Bir Mourad Raïs), la Résidence Victoria bénéficie d’un cadre urbain privilégié :  Proximité des stations métro et train  Accès direct aux principaux axes : Aéroport – Blida – Autoroute Est-Ouest  À quelques pas : école primaire, collège et mosquée  Accès rapide via deux entrées : Safsafa et El Malha    🏢 Un cadre de vie moderne et sécurisé  La Résidence Victoria a été pensée pour offrir confort, sécurité et services :  Résidence fermée et sécurisée  Gardiennage 24h/24  Parking souterrain privé avec deux accès sécurisés  Salle de sport  Crèche  Hypermarché  Services libéraux  Espaces jeux enfants et adultes  Jardin et espaces verts   ✨ Des appartements haut standing  Nos F3 sont conçus pour offrir un confort optimal :  Menuiseries aluminium double vitrage  Cuisines modernes  Salles de bains élégantes  Finitions haut de gamme  Ascenseur reliant directement le parking aux étages  Climatisation centralisée + chauffage central  Isolation thermique et phonique  Revêtements de sol et faïences de haute qualité  Réservoir d’eau de grande capacité  Prix: à partir de 24 millions / en TTC  📞 Contactez-nous pour découvrir nos offres et planifier une visite !  Nous sommes à votre disposition pour toute information complémentaire.;24000000;SALE;APARTMENT;16;Alger;Gue de constantine;36.740784;3.068943;116;3;2;1;1;1;1;0;0;https://cdn7.ouedkniss.com/medias/announcements/images/xkkA83/eaJsiNS2qUAFSfqpa1Jqpnb7oh0BCjlSMmoStQyq.jpg|https://cdn9.ouedkniss.com/medias/announcements/images/xkkA83/hhi2ciRZuLLsUpH713QMzWQR6dNokZhtJjX5WKmC.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/xkkA83/zrWd4I4iJFkeCMwx1jgY2Hb2MP2tzFoAmWEy4DiJ.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/xkkA83/7ehxW7zRAg7n2IUtbJxOYKwMic3R3fUvuVZiwBL5.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/xkkA83/ie64WOuvyGBUGcMNyv4Zkc7rMCj2PTOkVuLfjL85.jpg;https://www.ouedkniss.com/appartement-vente-f3-alger-gue-de-constantine-algerie-d52277041
37429833;Vente Appartement F2 Alger Bordj el kiffan;Un appartement f2  vendre à Bordj El Kiffan au 5eme étage  Semi fini avancé 75% proche la mer  ○Avec acte individuel et livret foncier  ○25 %Finition au choix ○Paiement par tranches jusqu'à 24mois   ○Projet 100% fini et équipé à la livraison: camèras de surveillance, Bache à eau, ascenceur, box de garage  ○Site proche de toutes les commodités: Plage, parcs d'attractions, piscines, écoles, mosqué, mer, Aeroport, RN24  ○Livré dans 24 mois ○Les photos appartient à des appartements témoins (finition selon votre choix)  Contactez-nous pour plus d'informations;1010000000;SALE;APARTMENT;16;Alger;Bordj el kiffan;36.724958;3.066785;;2;1;1;0;1;0;1;0;https://cdn7.ouedkniss.com/medias/announcements/images/5848jB/qXQqSWDupxr3u3TqES0dZybzOTNVCsoZddafgHjt.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/5848jB/lkKzxNY5xXHyn9lt3LLPZyqRtV5x5usjB4RnV95p.jpg;https://www.ouedkniss.com/appartement-vente-f2-alger-bordj-el-kiffan-algerie-d37429833
40001964;Vente Appartement Studio Alger Bordj el kiffan;Appartement Studio à Vendre sur Plan  📍 Emplacement : Ben merabet - Bordj el kiffan, Alger 🏡 Superficie : 47 m² | 1 pièces 🏗 Livraison : 24 mois   Offrez-vous un F1 moderne dans une résidence neuve de standing ! L’appartement propose une cuisine ouverte, et une grande chambre. Possibilité de paiement échelonné jusqu’à la livraison 24 mois  💰 Prix : 760 MILLIONS 📞 Réservez votre futur appartement dès aujourd’hui !;7600000;SALE;APARTMENT;16;Alger;Bordj el kiffan;36.751953;3.063031;47;;;1;0;0;0;0;0;https://cdn7.ouedkniss.com/medias/announcements/images/qxrA7G/yajKA7dhOJuHcG9VzQhr6LTZriAvHkTeDqrDzx43.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/qxrA7G/Qtl6huMwPa0l0LntLHtViQzqLhOOBAPmvkO8xHP2.jpg;https://www.ouedkniss.com/appartement-vente-alger-bordj-el-kiffan-algerie-d40001964
46770434;Vente Appartement F4 Alger Mohammadia; Notre promotion immobilière 🌐 met en vente appartement F4en semi fini  ◽ Superficie : 112m² ◽ Étage : 2émr ◽ Acte individuel et livret foncier ◽ Endroit calme et sécurisé a cote de tout les commodités nécessaires ◽ Près de la mer🌊  Caractéristiques du bloc : - Ascenseur - Vidéophone - Bâche à eau - Caméra de surveillance - Parking sous-sols ☑️Prix négociable - modalités de paiement cache ou bien par tranches.  📳Contacter nous pour prendre un rendez-vous, Soyez le bienvenue ? #immobilier #acte_individuel #batiment #promotion #vente #facilité #algerie #عقارات #شقق #بناء #دوفعات #بيع # #decoration #ديكور #بيت #maisonعقار #ترقية #هندسة #عمارة ا #Alger #الجزائر # #appartement #منزل;28000000;SALE;APARTMENT;16;Alger;Mohammadia;36.719877;3.060481;112;4;3;2;1;1;0;0;0;https://cdn9.ouedkniss.com/medias/announcements/images/1r3RPP/nD1Ip0n2exNf8jekQjTmKP1lyq7vSsBKvXLMWifW.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/1r3RPP/8Nj2QonZTNMjphesae1zgKgSs6LbMjMTVR9UzCtd.jpg|https://cdn9.ouedkniss.com/medias/announcements/images/1r3RPP/G9GyxLcMWSWjfYRsmzDmiVdfA3v6XJ5sujW4LpJB.jpg;https://www.ouedkniss.com/appartement-vente-f4-alger-mohammadia-algerie-d46770434
54388199;Location Appartement F2 Alger Ouled fayet;F2 de 60 m², situé aux Grands Vents, à 2 minutes d’accès à l’autoroute d’Aïn Allah – Ben Aknoun, près de la Direction Générale d’Ooredoo et de la Banque Française.  Conditions :   – Location uniquement avec un acte de 18 mois.   – Prix : 36 (négociable).   – Disponible à partir du 12 avril 2026;36;RENT;APARTMENT;16;Alger;Ouled fayet;36.754117;3.065565;60;2;1;1;0;0;0;0;0;https://cdn7.ouedkniss.com/medias/announcements/images/PNvQn4/HnoQbtNtIXej8r11vwDo5mccMuRwEbYPikMISmlT.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/PNvQn4/3A80quYUgwu78hsz53LGiAQ5pBDZLmgsvIza358j.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/PNvQn4/lK2r538HSdn9AIUiKNoIAfZ4f6Rpu5eYRdsrSiEl.jpg|https://cdn9.ouedkniss.com/medias/announcements/images/PNvQn4/lus0JZQFdieN9kpK5Qg8LLB15BoWoCJBAwlyYZ28.jpg|https://cdn9.ouedkniss.com/medias/announcements/images/PNvQn4/6aYGrpiOhugatGNlkNtRBcEt1zD9g4vvBPhrRVk5.jpg;https://www.ouedkniss.com/appartement-location-f2-alger-ouled-fayet-algerie-d54388199
27844194;Vente Appartement F3 Alger Chevalley;GAEA PROMOTION met en vente un F3 de 85m² avec toutes les commodités à Chevalley  appeler pour plus d'informations ;360000;SALE;APARTMENT;16;Alger;Chevalley;36.738152;3.068264;85;3;2;1;0;0;0;0;0;https://cdn7.ouedkniss.com/medias/announcements/images/27844194/Photo1.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/27844194/Photo2.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/xk8XzP/gFi18ypsVifFGNVIVhVa8nZeILZn3jXqLQuhcVrf.jpg;https://www.ouedkniss.com/appartement-vente-f3-alger-chevalley-algerie-d27844194
54837503;Vente Appartement F5 Alger Bordj el kiffan;برطمة واسعة و مشمسة  عقد ملكية و دفتر عقاري واجدين  برطمة واجدة تسكن ديراكت  قدام ترامواي  فيها 3فاصاد;29600000;SALE;APARTMENT;16;Alger;Bordj el kiffan;36.748576;3.047664;;5;4;2;0;0;0;0;0;https://cdn8.ouedkniss.com/medias/announcements/images/xvrBVJ/osC3blInlSoJTXk9LQCQLZPiSoH05MisCEg0XQhM.jpg|https://cdn7.ouedkniss.com/medias/announcements/images/xvrBVJ/euyBfMIQYBZ2iomHiOTf9oriphTDyyHjLHPQfbpo.jpg|https://cdn9.ouedkniss.com/medias/announcements/images/xvrBVJ/Iqn6YFGWjHK03giPNB8jp3psF1F3vHFPiVeLUj7G.jpg|https://cdn8.ouedkniss.com/medias/announcements/images/xvrBVJ/XhdWSXWXJk5ndanHuLzMrSKIAgLQDTqMTgFrmAwN.jpg;https://www.ouedkniss.com/appartement-vente-f5-alger-bordj-el-kiffan-algerie-d54837503
